Latitude,Longitude,count,zipcode
40.7468333,-73.976755957,10,10016
40.74683330000005,-73.97675595699997,6,10016
40.746836492,-73.858442435,38,11368
40.74683649200006,-73.85844243499997,14,11368
40.74684099,-73.85326352,77,11368
40.74684099000008,-73.85326351999998,15,11368
40.74684099000008,-73.85326351999998,17,11368
40.746846524,-73.92033662,1,11104
40.746851229,-73.985724288,52,10001
40.74685122900007,-73.98572428799997,28,10001
40.746852256,-73.757574519,10,11364
40.74685225600008,-73.75757451899993,4,11364
40.746852622,-73.862697404,1,11368
40.74685262200006,-73.86269740399997,1,11368
40.74685262200006,-73.86269740399996,2,11368
40.746853098,-73.891432203,105,11373
40.74685309800003,-73.89143220299998,25,11373
40.74685309800003,-73.89143220299997,32,11373
40.746855337,-73.775338015,2,11364
40.746863760000046,-73.79921874299998,1,11365
40.746865559,-74.007998969,12,10011
40.74686555900007,-74.00799896899997,6,10011
40.746868849,-73.909675632,3,11377
40.74686884900007,-73.90967563199997,1,11377
40.746869586,-73.74900668,1,11364
40.74686958600006,-73.74900667999998,2,11364
40.746871768,-73.712375249,1,11004
40.74687178,-73.735274405,4,11362
40.746873059,-73.861426996,11,11368
40.746873059000045,-73.86142699599996,6,11368
40.74687305900005,-73.86142699599996,7,11368
40.746874442,-73.877158598,5,11373
40.74687444200004,-73.87715859799994,2,11373
40.746878438,-73.787511101,6,11365
40.746883579,-73.952712841,4,11101
40.74688357900004,-73.95271284099994,1,11101
40.746890197,-73.948927004,1,11101
40.74689165900002,-73.77850298899993,1,11365
40.746895324,-73.871149583,11,11373
40.74689532400004,-73.87114958299998,1,11373
40.74689532400004,-73.87114958299996,3,11373
40.746898993,-73.920798509,6,11104
40.74689899300005,-73.92079850899995,1,11104
40.74689899300006,-73.92079850899995,2,11104
40.746901237,-73.831125797,4,11355
40.74690123700003,-73.83112579699997,1,11355
40.746901488,-73.997327185,40,10001
40.74690148800004,-73.99732718499997,17,10001
40.74690148800005,-73.99732718499997,15,10001
40.746902065,-73.890966563,30,11372
40.74690206500002,-73.89096656299995,11,11372
40.746909681,-73.760093397,5,11364
40.746909681000034,-73.76009339699993,4,11364
40.746911899,-73.83469146,3,11355
40.74691189900005,-73.83469146,2,11355
40.746912693,-73.768267783,2,11364
40.74691269300007,-73.76826778299994,2,11364
40.746914202,-73.863704188,2,11368
40.74691420200002,-73.86370418799999,6,11368
40.746914961,-73.785006336,1,11365
40.746917131,-73.901602247,2,11377
40.74691713100003,-73.90160224699997,2,11377
40.746920568,-73.798742183,1,11365
40.746920568000064,-73.79874218299993,1,11365
40.746920721,-73.827603364,5,11355
40.74692072100004,-73.82760336399997,5,11355
40.746922988,-73.942777253,6,11101
40.74692298800005,-73.94277725299997,1,11101
40.746924222,-73.945317985,2,11101
40.74692422200008,-73.94531798499997,2,11101
40.746930862,-73.971219726,3,10016
40.746930862000056,-73.97121972599997,1,10016
40.746934278,-73.993588267,47,10001
40.746934278000026,-73.99358826699995,20,10001
40.746937412,-73.701497398,1,11040
40.746938653,-73.753023246,12,11364
40.74693865300002,-73.75302324599994,1,11364
40.746938776,-73.85681095,8,11375
40.74693877600004,-73.85681094999995,4,11375
40.746940661,-73.705961734,4,11004
40.746940661000046,-73.70596173399997,1,11004
40.746940708,-73.78853586,1,11365
40.746944735,-73.898617566,3,11377
40.746951028,-73.890500922,19,11372
40.74695102800007,-73.89050092199994,10,11372
40.74695102800007,-73.89050092199993,4,11372
40.746953542,-74.005432985,1,10199
40.746958924,-73.815072809,1,11355
40.746972278,-73.716380821,2,11004
40.746973319,-73.874671816,11,11373
40.74697331900006,-73.874671816,3,11373
40.746974623,-73.798262022,1,11365
40.74697518,-73.989842126,18,10001
40.74697518000005,-73.98984212599999,16,10001
40.746976717,-73.897538426,12,11377
40.746976717000045,-73.89753842599998,7,11377
40.746978443,-73.975178775,4,10016
40.746978443000046,-73.97517877499997,7,10016
40.746982712,-73.892081611,8,11373
40.74698271200003,-73.89208161099998,4,11373
40.746991605,-73.955163273,2,11101
40.74699160500006,-73.95516327299998,2,11101
40.7469923,-73.871965031,1,11373
40.746996013,-73.870377063,8,11373
40.74699601300006,-73.87037706299996,1,11373
40.746996501,-73.866006562,18,11368
40.74699650100007,-73.86600656199995,6,11368
40.746997458,-73.97427291,5,10016
40.746999994,-73.890038889,61,11373
40.74699999400008,-73.89003888899998,30,11373
40.747002501,-73.701193948,3,11040
40.747006291,-73.824290076,3,11355
40.74700629100005,-73.82429007599995,3,11355
40.747006672,-73.921725894,3,11104
40.747006672000055,-73.92172589399996,5,11104
40.747008686,-73.896455677,5,11377
40.74700868600007,-73.89645567699995,2,11377
40.747010258,-73.793588249,3,11365
40.747010258000046,-73.79358824899998,2,11365
40.747014737,-73.906752145,26,11377
40.74701473700002,-73.90675214499998,7,11377
40.747017091,-73.860235726,2,11368
40.74701709100003,-73.86023572599998,5,11368
40.747017286,-73.977188972,9,10016
40.74701728600007,-73.97718897199996,6,10016
40.747022039,-73.89604423,9,11377
40.74702203900005,-73.89604422999997,2,11377
40.74702203900006,-73.89604422999997,3,11377
40.747024149,-73.947721496,7,11101
40.747024149000026,-73.94772149599999,2,11101
40.747030429,-74.004653448,2,10011
40.74703042900006,-74.00465344799994,3,10011
40.74703042900006,-74.00465344799993,1,10011
40.747037631,-73.784554814,1,11365
40.74703996,-73.863281677,5,11368
40.747039960000045,-73.86328167699997,5,11368
40.74704098,-73.989037308,3,10001
40.74704098000007,-73.98903730799998,3,10001
40.747041457,-73.879363391,9,11373
40.74704145700008,-73.87936339099997,2,11373
40.747042169,-73.828057784,1,11355
40.747042387,-73.771360255,2,11364
40.747043528,-73.987128148,61,10001
40.74704352800006,-73.98712814799995,32,10001
40.747046209,-73.889573251,13,11372
40.74704620900008,-73.88957325099993,16,11372
40.747046494,-73.855154185,3,11368
40.74704649400008,-73.85515418499993,1,11368
40.747047944,-73.882990428,5,11373
40.74704794400003,-73.88299042799997,4,11373
40.747050758,-73.89147158,20,11372
40.74705075800006,-73.89147157999997,8,11372
40.747057571,-73.902139781,8,11377
40.74705757100002,-73.90213978099996,4,11377
40.747059824,-73.881189514,24,11373
40.74705982400008,-73.88118951399997,18,11373
40.74706012600007,-73.82905743199996,1,11355
40.747061883,-73.922191391,1,11104
40.7470628,-73.711934123,2,11001
40.747069233,-73.929337206,3,11104
40.74706923300005,-73.92933720599996,1,11104
40.747074245,-74.006681709,9,10011
40.74707424500008,-74.00668170899996,5,10011
40.747075313,-73.979238865,4,10016
40.74707531300004,-73.97923886499996,3,10016
40.747092142,-73.981350126,11,10016
40.74709214200004,-73.98135012599994,7,10016
40.747093547,-73.909202549,4,11377
40.74709354700008,-73.90920254899999,1,11377
40.747095184,-73.889125654,78,11372
40.747095184000045,-73.88912565399994,42,11372
40.747096282,-73.833124693,2,11355
